Expense,Amount,Category,Checkbox,Date,Monthly Overview,Wallet
Food,THB 140.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 11, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Oil,THB 90.00,🛢️Transportation_FEB24 (https://app.notion.com/p/Transportation_FEB24-610b9b04bfa4446999d09600da33c34d?pvs=21),No,"February 11, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 125.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 12, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 95.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 12, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 25.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 12, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 55.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 13, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Papa,THB 300.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 13, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 42.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 14, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 60.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 14, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 7.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 14, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
ซิกพี,THB 105.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 15, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 90.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 15, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 40.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 15, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 129.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 16, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Google subscription,THB 700.00,📖Education_FEB24 (https://app.notion.com/p/Education_FEB24-a6208f6c24614315831d30da86ab4171?pvs=21),No,"February 17, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 117.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 17, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 140.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 18, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
โกยี,THB 87.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 19, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 38.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 19, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 65.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 19, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
"Granola,coffee",THB 854.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 19, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 116.10,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 20, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 89.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 20, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 49.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 20, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 50.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 21, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 70.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 21, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 119.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 21, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 60.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 22, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 39.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 22, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 102.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 22, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Shopping,"THB 2,313.00",❤️Lover_FEB24 (https://app.notion.com/p/Lover_FEB24-3371b15d76024c6b9961227614256d0a?pvs=21),No,"February 22, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
เที่ยวสงกรานต์,"THB 3,626.80",✈️Travel_FEB24 (https://app.notion.com/p/Travel_FEB24-b2a40fd4745944a18ffa00c9ef2354f9?pvs=21),No,"February 22, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 125.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 23, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 61.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 23, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 40.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 24, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 65.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 24, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 32.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 25, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 109.20,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 25, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 117.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 26, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 105.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 27, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 300.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 28, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 75.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 28, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 100.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 28, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
Food,THB 60.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 29, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 281.00,🍴Eating_FEB24 (https://app.notion.com/p/Eating_FEB24-3bf74b159c7e4f89adb6b592b4c2dc1b?pvs=21),No,"February 29, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Online banking
Food,THB 62.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 1, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 96.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 1, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Credit card
Salad farm,THB 230.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 1, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Shopping,THB 300.00,🎮Entertainment_MAR24 (https://app.notion.com/p/Entertainment_MAR24-5e4703c5b2c7426bbe44f248e761fb98?pvs=21),No,"March 1, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
,,,No,,February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),
,,,No,,February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),
Game pass,THB 29.00,🎮Entertainment_FEB24 (https://app.notion.com/p/Entertainment_FEB24-146016ebb97542a886b83c68a90e9a64?pvs=21),No,"February 23, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),Credit card
ท้องฟ้าจำลอง,THB 100.00,✈️Travel_MAR24 (https://app.notion.com/p/Travel_MAR24-2d1894caffb147349589493a9b7c82a7?pvs=21),No,"March 2, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 460.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 2, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Yuzu,THB 826.00,🐱Cat_MAR24 (https://app.notion.com/p/Cat_MAR24-8d0417f1bb1e4cf8b5320c9b631aa738?pvs=21),No,"March 3, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Credit card
Food,THB 100.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 3, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 160.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 3, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Hachiban,THB 242.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 3, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 50.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 4, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 50.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 4, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 47.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 5, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 139.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 5, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 35.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 5, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 40.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 6, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 45.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 7, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 148.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 7, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 145.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 7, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Sofuto,THB 124.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 7, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Kanolone,THB 40.00,💊Health & Fitness_MAR24 (https://app.notion.com/p/Health-Fitness_MAR24-5264b9fe6e6f4199896104046e910ecb?pvs=21),No,"March 7, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 185.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 8, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 195.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 9, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 40.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 9, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 289.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 10, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 40.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 11, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 95.10,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 11, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Credit card
Food,THB 55.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 12, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 80.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 13, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
สุขสันต์,THB 130.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 13, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Bayday,THB 189.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 14, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Yuzu,THB 511.00,🐱Cat_MAR24 (https://app.notion.com/p/Cat_MAR24-8d0417f1bb1e4cf8b5320c9b631aa738?pvs=21),No,"March 14, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Credit card
Food,THB 25.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 16, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 50.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 16, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Shopping,THB 288.00,🛍️Shopping_MAR24 (https://app.notion.com/p/Shopping_MAR24-518b1ddd0fc7474a9df1106908902050?pvs=21),No,"March 16, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
Food,THB 142.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 17, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Credit card
Food,THB 133.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 17, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Credit card
Food,THB 47.00,🍴Eating_MAR24 (https://app.notion.com/p/Eating_MAR24-826ddfdb0bfe4805a54704e4452d73a6?pvs=21),No,"March 18, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),Online banking
