Expense,Amount,Category,Checkbox,Date,Monthly Overview,Wallet
Salad khunnai,THB 124.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 12, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
Salad,THB 80.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 13, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Tumbler เลี้ยง electice,THB 120.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 13, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Food,THB 109.60,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 13, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
ข้าว OR,THB 52.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 14, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
ฝรั่ง,THB 35.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 14, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
กระเพรา,THB 52.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 14, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
กระเพรา,THB 47.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 15, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Tumbler,THB 60.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 15, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
สลัดฟาร์ม,THB 86.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 15, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
กาแฟ,THB 75.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 16, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Food,THB 81.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 16, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
ข้าวไก่ทอด,THB 66.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 16, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
กระเพราด้ง,THB 55.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 17, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
ห่อหมกทะเล,THB 69.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 17, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
คะน้าหมูกรอบ,THB 75.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 18, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
ตัดผม,THB 138.00,💊Health & Fitness_JAN26 (https://app.notion.com/p/Health-Fitness_JAN26-2c90423c142680cd9c6dcfe727a8c24c?pvs=21),No,"January 18, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Oil,THB 80.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),No,"January 18, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Food,THB 43.25,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 18, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Genshin,THB 109.94,🎮Entertainment_JAN26 (https://app.notion.com/p/Entertainment_JAN26-2c90423c142680f9bbceee354e8ad111?pvs=21),No,"January 18, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Yuzu vaccine,THB 290.00,🐱Cat_JAN26 (https://app.notion.com/p/Cat_JAN26-2c90423c142680139b81c1ed4f1e846a?pvs=21),No,"January 18, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
สเต๊ก,THB 100.40,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 18, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
เมดเทค,THB 55.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 19, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Food,THB 72.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 19, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
Food,THB 100.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 20, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
นมัสเต,THB 83.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 20, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
Food,THB 40.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 21, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Food,THB 60.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 21, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Food,THB 52.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 21, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
สลัด,THB 89.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 22, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
ขูดหินปูน,THB 900.00,💊Health & Fitness_JAN26 (https://app.notion.com/p/Health-Fitness_JAN26-2c90423c142680cd9c6dcfe727a8c24c?pvs=21),No,"January 22, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
ไก่ทอด,THB 91.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 22, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
Food,THB 48.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 23, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
Bolt,THB 84.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),No,"January 23, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
A1 BTS rabbit card,THB 207.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),No,"January 23, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Kate Teaw,THB 292.60,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 23, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Auntie anne,THB 90.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 23, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Koi the,THB 295.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 23, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
เซเว่น,THB 58.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 23, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Seven,THB 46.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 24, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
BTS,THB 98.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),No,"January 24, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Hachiban,THB 256.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 24, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Don don doki,THB 337.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 24, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Maji curry,THB 295.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 24, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
ของขวัญ PP (case + moft),"THB 1,454.30",❤️Lover_JAN26 (https://app.notion.com/p/Lover_JAN26-2c90423c1426809ab234c2daf2194916?pvs=21),No,"January 24, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
Tomtoc T66,"THB 2,290.00",🛍️Shopping_JAN26 (https://app.notion.com/p/Shopping_JAN26-2c90423c14268095acecd0f5f0cb122e?pvs=21),No,"January 24, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
Food,THB 80.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 25, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Casa lapin,THB 60.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 25, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
หมอน ergotrend,"THB 1,124.00",🏠Home_JAN26 (https://app.notion.com/p/Home_JAN26-2c90423c1426809eb5b5de699e3dc302?pvs=21),No,"January 25, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
Bolt,THB 132.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),No,"January 25, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
BTS,THB 17.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),No,"January 25, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Seven,THB 132.50,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 25, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Akiyoshi,THB 599.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 26, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
BTS,THB 53.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),No,"January 26, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Food,THB 150.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 27, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
เทียมทาน,THB 105.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 27, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Don don donki,THB 69.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 27, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
BTS,THB 88.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),No,"January 27, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
BTS + rail link,THB 62.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),No,"January 28, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
ข้าวราดแกง,THB 50.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 29, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Five star,THB 25.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 29, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Salad khunnai,THB 139.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 29, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
กระเพราไข่ดาว,THB 52.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 30, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Food,THB 68.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 30, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
BTS,THB 81.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),No,"January 30, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Online banking
Food,THB 40.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 31, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
ไก่ทอดด,THB 86.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 31, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
Fitwhey,THB 594.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),No,"January 31, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),Credit card
กระเพราไข่ข้น,THB 70.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 1, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
สหภาพสเต๊ก,THB 114.40,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 1, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
ทรายแมว,THB 974.00,🐱Cat_FEB26 (https://app.notion.com/p/Cat_FEB26-2c90423c14268002bc9dc395ab7970b6?pvs=21),No,"February 2, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Food OR,THB 52.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 2, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
ด้งเจริญ,THB 109.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 2, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
สลัดฟาร์ม,THB 99.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 3, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Mini story,THB 210.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 4, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Food OR,THB 47.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 4, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
สหภาพสเต๊ก,THB 115.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 4, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Food + ผลไม้,THB 65.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 5, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
กระเพรากระด้ง,THB 65.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 5, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
โกเหลียง,THB 50.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 6, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
ข้าวผัดไก่กรอบ,THB 71.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 6, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
สลัดหน้าไก่ย่างห้าดาว,THB 60.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 7, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Seven,THB 43.25,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 7, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
หมูสับคั่วพริกเกลือ,THB 85.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 7, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
BTS,THB 300.00,🛢️Transportation_FEB26 (https://app.notion.com/p/Transportation_FEB26-2c90423c142680f3908ac8af6bb27105?pvs=21),No,"February 8, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Food,THB 44.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 8, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Food,THB 79.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 8, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
สหภาพเสต๊ก,THB 75.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 8, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Food,THB 55.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 9, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Yogurt  strawberry,THB 69.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 9, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
กระเพราเนื้อเนื้อ,THB 65.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 9, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Food,THB 85.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 10, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Food,THB 65.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 10, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Salad khunnai,THB 128.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 10, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Maz,THB 342.50,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 11, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Bayday,THB 165.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 11, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Moisturizer Watson,THB 143.49,💊Health & Fitness_FEB26 (https://app.notion.com/p/Health-Fitness_FEB26-2c90423c142680a9b040f1393acaa70c?pvs=21),No,"February 11, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Food fair,THB 100.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 12, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
สหภาพเสต๊ก,THB 121.55,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 12, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Nitro coffee,THB 60.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 13, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
ก๋วยเตี๋ยว,THB 164.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 13, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Re-ten 5,THB 445.00,💊Health & Fitness_FEB26 (https://app.notion.com/p/Health-Fitness_FEB26-2c90423c142680a9b040f1393acaa70c?pvs=21),No,"February 13, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
